fatigued_creative_id,nearest_stable_creative_id,feature_space_distance,top_feature_contrasts,observed_time_to_fatigue_days
500001,500977,5.0823550832382365,early_spend_usd: you=8481 vs stable_peer=8971 | early_revenue_usd: you=2.264e+04 vs stable_peer=2.283e+04 | format: you=rewarded_video vs stable_peer=playable | hook_type: you=free rewards vs stable_peer=discover | cta_text: you=Claim reward vs stable_peer=Learn more | subhead: you=No ads in first week vs stable_peer=Free rewards for new players,12.0
500937,500867,4.926279373741949,early_revenue_usd: you=2.25e+04 vs stable_peer=8404 | early_spend_usd: you=7683 vs stable_peer=2909 | language: you=es vs stable_peer=en | theme: you=competitive vs stable_peer=reward | hook_type: you=competition vs stable_peer=discover | cta_text: you=Claim reward vs stable_peer=Get offer,10.0
500940,500580,4.189668599078797,early_spend_usd: you=8913 vs stable_peer=8097 | early_revenue_usd: you=2.026e+04 vs stable_peer=2.001e+04 | language: you=de vs stable_peer=en | theme: you=family vs stable_peer=reward | hook_type: you=competition vs stable_peer=book now | cta_text: you=Install now vs stable_peer=Start now,10.0
500954,500055,4.310231049559145,early_revenue_usd: you=7.239e+04 vs stable_peer=1.036e+05 | early_spend_usd: you=6083 vs stable_peer=5505 | language: you=en vs stable_peer=it | theme: you=discount vs stable_peer=destination | hook_type: you=limited offer vs stable_peer=discover | cta_text: you=Order now vs stable_peer=Install now,13.0
500957,500814,4.570506598760708,early_revenue_usd: you=8.749e+04 vs stable_peer=4.558e+04 | early_spend_usd: you=8243 vs stable_peer=3382 | language: you=de vs stable_peer=fr | hook_type: you=last-minute deal vs stable_peer=fast | emotional_tone: you=calm vs stable_peer=excited | copy_length_chars: you=74 vs stable_peer=30,13.0
500958,500968,4.243664624474741,early_revenue_usd: you=8.461e+04 vs stable_peer=2.024e+04 | early_spend_usd: you=7469 vs stable_peer=5200 | vertical: you=travel vs stable_peer=entertainment | theme: you=wanderlust vs stable_peer=ugc | hook_type: you=trending vs stable_peer=new season | headline: you=Book your next trip vs stable_peer=A new season drops,11.0
500963,500620,4.484713183286466,early_revenue_usd: you=2.486e+04 vs stable_peer=1.979e+04 | early_spend_usd: you=3201 vs stable_peer=2204 | vertical: you=food_delivery vs stable_peer=ecommerce | theme: you=combo vs stable_peer=discount | hook_type: you=free delivery vs stable_peer=free shipping | cta_text: you=Watch now vs stable_peer=Start now,12.0
500964,501070,4.126507212660828,early_revenue_usd: you=1.521e+04 vs stable_peer=1.234e+04 | early_spend_usd: you=2591 vs stable_peer=3666 | language: you=it vs stable_peer=ja | theme: you=urgency vs stable_peer=wanderlust | hook_type: you=new collection vs stable_peer=late-night | cta_text: you=Order now vs stable_peer=Watch now,12.0
500969,500068,4.6909400945053115,early_revenue_usd: you=5.1e+04 vs stable_peer=3.65e+04 | early_spend_usd: you=1.415e+04 vs stable_peer=1.235e+04 | language: you=en vs stable_peer=de | theme: you=trailer vs stable_peer=celebrity | hook_type: you=book now vs stable_peer=exclusive | cta_text: you=Get offer vs stable_peer=Book now,10.0
500972,500757,5.542642576296088,early_spend_usd: you=1.054e+04 vs stable_peer=7448 | early_revenue_usd: you=2.31e+04 vs stable_peer=2.307e+04 | language: you=en vs stable_peer=fr | theme: you=celebrity vs stable_peer=minimalist | cta_text: you=Claim reward vs stable_peer=Learn more | headline: you=Beat your rivals vs stable_peer=Unlock rare gear,11.0
500973,500505,4.554747193658793,early_revenue_usd: you=2.717e+04 vs stable_peer=1.23e+04 | early_spend_usd: you=1.227e+04 vs stable_peer=4775 | hook_type: you=challenge vs stable_peer=free shipping | cta_text: you=Get offer vs stable_peer=Claim reward | headline: you=Join the arena vs stable_peer=Level up today | dominant_color: you=orange vs stable_peer=purple,11.0
500975,500543,4.558384481894017,early_spend_usd: you=9876 vs stable_peer=5880 | early_revenue_usd: you=2.105e+04 vs stable_peer=1.949e+04 | theme: you=product-focus vs stable_peer=competitive | hook_type: you=save smarter vs stable_peer=security | headline: you=Join the arena vs stable_peer=Beat your rivals | subhead: you=Free rewards for new players vs stable_peer=Play with friends tonight,10.0
500976,500868,5.060496416557006,early_revenue_usd: you=2.449e+04 vs stable_peer=1.16e+04 | early_spend_usd: you=1.237e+04 vs stable_peer=4928 | format: you=playable vs stable_peer=rewarded_video | language: you=en vs stable_peer=ja | theme: you=family vs stable_peer=fantasy | hook_type: you=2-for-1 vs stable_peer=book now,13.0
500978,500295,3.403576104864979,early_revenue_usd: you=1.916e+04 vs stable_peer=1.415e+04 | early_spend_usd: you=4004 vs stable_peer=4014 | language: you=en vs stable_peer=ja | theme: you=testimonial vs stable_peer=food-closeup | hook_type: you=trending vs stable_peer=new collection | cta_text: you=Get offer vs stable_peer=Book now,14.0
500979,500474,4.711361416711867,early_revenue_usd: you=1.293e+04 vs stable_peer=1.348e+04 | early_spend_usd: you=2234 vs stable_peer=2069 | theme: you=product-focus vs stable_peer=ugc | hook_type: you=power-up vs stable_peer=late-night | cta_text: you=Try for free vs stable_peer=Order now | subhead: you=Only this weekend vs stable_peer=Shop bestsellers now,14.0
500982,500261,4.360696831710493,early_revenue_usd: you=1.498e+04 vs stable_peer=2.021e+04 | early_spend_usd: you=2462 vs stable_peer=5166 | language: you=fr vs stable_peer=en | theme: you=testimonial vs stable_peer=ugc | hook_type: you=last-minute deal vs stable_peer=free shipping | cta_text: you=Shop now vs stable_peer=Learn more,15.0
500998,500785,4.559417860104485,"early_revenue_usd: you=2.016e+04 vs stable_peer=2.651e+04 | early_spend_usd: you=4327 vs stable_peer=3402 | theme: you=discount vs stable_peer=combo | hook_type: you=free delivery vs stable_peer=fast | cta_text: you=Order now vs stable_peer=Learn more | headline: you=Your cravings, delivered vs stable_peer=Hungry? We got you",12.0
501008,500216,4.438921988170924,early_spend_usd: you=2789 vs stable_peer=4639 | early_revenue_usd: you=1.107e+04 vs stable_peer=1.076e+04 | format: you=interstitial vs stable_peer=playable | language: you=it vs stable_peer=pt | hook_type: you=challenge vs stable_peer=free shipping | cta_text: you=Try for free vs stable_peer=Watch now,12.0
501009,500218,3.3206686882069087,early_revenue_usd: you=1.665e+04 vs stable_peer=1.127e+04 | early_spend_usd: you=4514 vs stable_peer=5191 | language: you=es vs stable_peer=en | theme: you=fantasy vs stable_peer=competitive | hook_type: you=fast vs stable_peer=competition | cta_text: you=Try for free vs stable_peer=Learn more,11.0
501010,501011,4.2064766608635775,early_revenue_usd: you=1.26e+04 vs stable_peer=1.03e+04 | early_spend_usd: you=3143 vs stable_peer=2496 | theme: you=competitive vs stable_peer=reward | hook_type: you=challenge vs stable_peer=free rewards | headline: you=Join the arena vs stable_peer=Level up today | subhead: you=No ads in first week vs stable_peer=Free rewards for new players,13.0
501012,500077,4.420556172316684,early_revenue_usd: you=1.197e+04 vs stable_peer=1.458e+04 | early_spend_usd: you=2768 vs stable_peer=5338 | format: you=playable vs stable_peer=interstitial | language: you=es vs stable_peer=en | theme: you=gameplay vs stable_peer=reward | hook_type: you=competition vs stable_peer=challenge,13.0
501013,500473,4.928971447464677,early_revenue_usd: you=2.15e+04 vs stable_peer=1.031e+04 | early_spend_usd: you=5971 vs stable_peer=3494 | language: you=es vs stable_peer=fr | hook_type: you=security vs stable_peer=exclusive | cta_text: you=Book now vs stable_peer=Claim reward | headline: you=Unlock rare gear vs stable_peer=Level up today,10.0
501015,500440,5.337018220726472,early_revenue_usd: you=5.565e+04 vs stable_peer=4.749e+04 | early_spend_usd: you=1.465e+04 vs stable_peer=1.232e+04 | language: you=it vs stable_peer=en | theme: you=discount vs stable_peer=testimonial | hook_type: you=limited offer vs stable_peer=free shipping | cta_text: you=Try for free vs stable_peer=Claim reward,11.0
501029,500062,4.412172801854427,early_revenue_usd: you=7.809e+04 vs stable_peer=3.524e+04 | early_spend_usd: you=6280 vs stable_peer=5522 | vertical: you=travel vs stable_peer=food_delivery | language: you=es vs stable_peer=en | theme: you=discount vs stable_peer=combo | hook_type: you=limited offer vs stable_peer=late-night,13.0
501044,500216,4.06863040170926,early_revenue_usd: you=1.191e+04 vs stable_peer=1.076e+04 | early_spend_usd: you=4889 vs stable_peer=4639 | format: you=rewarded_video vs stable_peer=playable | language: you=de vs stable_peer=pt | hook_type: you=power-up vs stable_peer=free shipping | cta_text: you=Try for free vs stable_peer=Watch now,13.0
501048,500003,4.012457382732523,early_revenue_usd: you=1.796e+04 vs stable_peer=2.949e+04 | early_spend_usd: you=8750 vs stable_peer=1.34e+04 | language: you=de vs stable_peer=en | theme: you=gameplay vs stable_peer=testimonial | hook_type: you=watch now vs stable_peer=free shipping | cta_text: you=Start now vs stable_peer=Order now,12.0
501062,500595,4.851009258663684,early_revenue_usd: you=7.186e+04 vs stable_peer=5.814e+04 | early_spend_usd: you=4699 vs stable_peer=3298 | language: you=it vs stable_peer=ja | theme: you=discount vs stable_peer=destination | hook_type: you=discover vs stable_peer=book now | cta_text: you=Try for free vs stable_peer=Start now,12.0
501063,500779,4.173216409767814,early_revenue_usd: you=8.128e+04 vs stable_peer=1.179e+05 | early_spend_usd: you=4383 vs stable_peer=5433 | language: you=it vs stable_peer=pt | theme: you=destination vs stable_peer=discount | hook_type: you=power-up vs stable_peer=last-minute deal | cta_text: you=Start now vs stable_peer=Try for free,14.0
501065,500236,4.104116741457725,early_revenue_usd: you=9.203e+04 vs stable_peer=6.851e+04 | early_spend_usd: you=5606 vs stable_peer=5679 | language: you=es vs stable_peer=fr | theme: you=family vs stable_peer=trust | hook_type: you=discover vs stable_peer=book now | cta_text: you=Shop now vs stable_peer=Install now,12.0
501067,500417,3.9916389263747765,early_revenue_usd: you=7.161e+04 vs stable_peer=5.752e+04 | early_spend_usd: you=4789 vs stable_peer=2748 | theme: you=destination vs stable_peer=fantasy | hook_type: you=discover vs stable_peer=escape | cta_text: you=Install now vs stable_peer=Get offer | headline: you=Last-minute savings vs stable_peer=Dream destinations await,12.0
501072,500029,3.9619050515332153,early_revenue_usd: you=2.778e+04 vs stable_peer=2.213e+04 | early_spend_usd: you=7326 vs stable_peer=8388 | format: you=native vs stable_peer=banner | height: you=320 vs stable_peer=480 | language: you=en vs stable_peer=it | hook_type: you=free delivery vs stable_peer=fast,10.0
501074,500934,4.4365811647402165,early_revenue_usd: you=3.317e+04 vs stable_peer=2.723e+04 | early_spend_usd: you=6229 vs stable_peer=8402 | language: you=en vs stable_peer=de | theme: you=ugc vs stable_peer=discount | cta_text: you=Install now vs stable_peer=Get offer | headline: you=A new season drops vs stable_peer=Exclusive tonight,10.0
